CustomerKey,FirstName,LastName,CustomerLifetimeValue
11837,HALEY,ALEXANDER,5690.972
14824,MIGUEL,BAKER,4471.24
20456,ALFREDO,RAMOS,5783.683
18163,GABRIEL,ZHANG,2813.146
26020,BARRY,LOPEZ,1757.496
15475,KAITLYN,BROOKS,1538.548
28626,BAILEY,HERNANDEZ,3578.27
11274,KYLE,FOSTER,5647.338
11976,AUDREY,RAMOS,7871.697
20821,HANY,MORCOS,4118.26
20814,MARGARET,LU,4200.21
24664,IAN,WASHINGTON,4421.53
13161,JOSE,MOORE,4274.962
28832,JOSEPH,RODRIGUEZ,2181.563
21222,KELVIN,XU,3936.543
21950,ARMANDO,HERNANDEZ,4652.872
15697,JULIA,MORRIS,6792.879
12239,ALBERTO,RAMOS,6683.884
13036,VIRGINIA,SUBRAM,2694.011
22178,JESSICA,BELL,4233.32
13721,LUCAS,HOWARD,2815.157
29141,SUZANNE,WANG,3578.27
25823,JAIME,XIE,1781.486
11690,CAROLINE,BUTLER,5689.308
20261,MARIAH,RIVERA,5312.904
26174,ISAAC,ADAMS,2071.42
20188,KIMBERLY,WATSON,3105.501
13088,MEGAN,POWELL,4536.408
12669,IRVING,SCHMIDT,6553.156
28540,LEAH,ZHANG,2049.098
21226,DALE,NARA,4398.015
11561,BRIANA,DOMINGUEZ,4098.196
21558,NICOLE,COLEMAN,4657.513
16196,KURT,RAHEEM,7024.75
20373,MORGAN,WILLIAMS,3105.501
16269,TARA,NATH,2811.092
15338,MARIE,NAVARRO,1589.018
16389,ARTURO,SHEN,4391.085
26439,ISAAC,MORRIS,1733.18
12226,FAITH,WARD,4145.445
26482,SYDNEY,HILL,1000.438
26520,CHLOE,RAMIREZ,2868.978
19361,STACEY,SUN,3215.644
19359,ROBERTO,TOWNSEND,3215.644
19089,REGINA,ARTHUR,5834.057
11454,MELINDA,NAVARRO,7841.802
19599,ALVIN,JAI,5279.26
27672,JUSTIN,BROWN,3578.27
25829,TONI,PATEL,1794.699
12001,SHANNON,YANG,7889.051
12181,KATELYN,SANDERS,5734.828
25941,MOLLY,PEREZ,1267.628
12338,MONICA,VANCE,8051.068
20712,COLIN,HUANG,2914.305
16446,KRISTINE,MUNOZ,3093.033
14186,KATRINA,TANG,9302.586
20837,JIMMY,RUBIO,2516.682
26521,NATHAN,TAYLOR,2821.72
19790,AMY,WU,5841.782
11895,DUSTIN,CHANDER,7899.124
12620,MAURICE,LAL,6267.207
12174,CHARLES,PHILLIPS,5627.368
12248,DEVIN,TAYLOR,3939.98
25061,JULIA,HUGHES,2443.35
20718,RICKY,RUIZ,2960.357
12694,JAY,ARTHUR,6559.871
14098,ALLISON,LOPEZ,1867.878
22410,CASSANDRA,ARTHUR,2983.34
22402,CLARENCE,XIE,2721.553
28727,BRETT,MADAN,2071.42
23102,BARBARA,ZENG,2747.485
26618,AMANDA,MORRIS,2825.092
20833,DOUGLAS,SAI,1699.536
26568,NANCY,KOVAR,1753.526
11217,NATALIE,ADAMS,5704.68
26061,CONNOR,BUTLER,5838.05
19482,ANDY,ORTEGA,1734.526
13326,BOB,FERNANDEZ,4265.661
19253,GABRIELLE,ROSS,1540.428
24905,KELSEY,NARA,2098.922
22908,EDDIE,ORTEGA,4399.715
26644,JENNA,HERNANDEZ,2814.418
25716,EDWIN,GAO,1302.588
14198,DAISY,ROMERO,8069.978
11905,ISAIAH,RAMIREZ,7949.34
11896,FRANK,CARLSON,7930.3
12437,JEREMY,YOUNG,5764.928
12934,JASON,FOSTER,4310.631
13288,JACKSON,LOPEZ,4370.536
15321,BLAKE,PHILLIPS,2783.196
14791,ASHLEE,DENG,7010.189
15428,RICHARD,HOWARD,1555.867
13729,JASON,LI,4657.23
29151,CAROLINE,LONG,3578.27
19621,MARIAH,BARNES,5759.833
23592,JOSEPH,JACKSON,5279.26
14819,DANA,RUIZ,4363.66
19476,SARAH,ANDERSON,4111.828
13595,COLE,STEWART,8895.487
16530,PRISCILLA,CHANDER,2999.12
22199,DAVID,LEE,4437.085
13075,KELVIN,LIN,6653.288
14239,MARIA,PETERSON,3049.536
17094,JULIO,DOMINGUEZ,2999.12
19422,PAULA,GUTIERREZ,1699.536
11909,NICHOLE,SHE,7876.632
15106,SHANNON,NAVARRO,8186.344
11675,DEVIN,MARTINEZ,5649.69
12027,HALEY,WOOD,5679.65
14902,ARIANNA,DIAZ,1538.578
26127,TERRY,CHANDER,2049.098
13068,ALEXANDRIA,MORRIS,2830.503
21219,CANDICE,ZHU,4438.695
26313,DALTON,SIMMONS,4487.158
13525,CASSANDRA,VAN,4373.038
13119,JACLYN,GUO,6599.168
20247,KRISTINA,LOPEZ,5793.477
12834,KELSEY,XIE,5649.69
12075,CAMERON,GRIFFIN,5684.69
13226,JENNA,MITCHELL,4315.922
15117,DANA,DOMINGUEZ,6759.352
13176,KURT,CHANDER,4532.398
13286,HANNAH,RODRIGUEZ,4282.942
28848,JUSTIN,BUTLER,2181.563
13280,BAILEY,ADAMS,4353.912
26028,BRANDY,GARCIA,1733.18
15325,ELIJAH,HAYES,1500.868
26326,TREVOR,WASHINGTON,4450.457
16447,KATE,BECKER,3009.667
16598,KATE,RAI,6894.498
22975,COURTNEY,TURNER,3578.27
18900,MATHEW,TORRES,4146.22
18766,FRANCISCO,SAI,4632.698
19438,SHANNON,HU,4102.962
23859,MEGAN,ANDERSON,4151.904
12198,NOAH,SCOTT,5833.893
11431,BRYANT,GARCIA,9687.367
15080,EVELYN,CHANDRA,8061.374
28510,GREGORY,ANDERSEN,2071.42
21180,KATHERINE,FLORES,3882.553
13049,AUTUMN,WANG,5432.298
16946,TERESA,DIAZ,3069.11
12335,FRANCISCO,ASHE,6687.01
19601,ALFREDO,SUAREZ,5312.904
12522,BRANDY,SANCHEZ,5657.328
22976,ERIC,FOSTER,5979.628
25832,SHAWN,TANG,1737.086
11774,EMMA,SANCHEZ,5654.27
12849,ADAM,BAKER,5657.328
25948,CHRISTINE,STONE,1699.536
21168,CLIFFORD,CHAPMAN,4363.125
16546,TERRANCE,JORDAN,3058.513
16307,KELLI,SUN,6692.335
14240,CAROLINE,FOSTER,3173.787
13722,LUKE,CAMPBELL,3140.386
19958,ERIKA,ROMERO,5799.303
15619,LEVI,SUBRAM,5661.012
11956,ALEXANDRIA,SANDBERG,5627.368
28491,CASSIE,JAI,3374.99
11427,DESIREE,DOMINGUEZ,9717.651
15656,DARRYL,ZHAO,3000.628
26491,RILEY,SANCHEZ,4505.708
26649,EMILY,PERRY,4433.168
14289,JESSICA,MARTINEZ,3174.236
18899,GLENN,LIU,4118.26
28652,MARIAH,MURPHY,3578.27
28471,PHILLIP,SULLIVAN,3374.99
19949,NI�IA,ANAND,5792.433
14823,NELSON,HARRISON,4402.73
14756,CHARLES,REED,1586.646
19192,ERIKA,RUIZ,1704.388
15252,JADA,MURPHY,1468.588
14716,SHANNON,ZHOU,5062.318
25992,STEPHANIE,FLORES,2721.553
16562,COLLEEN,ZHANG,2999.12
19312,VALERIE,ZHENG,1566.988
17098,WILLIE,SHAN,2790.513
26504,JENNIFER,ROBINSON,1000.438
15429,AARON,LI,2869.958
20722,KELLIE,SERRANO,2326.966
11897,ORLANDO,ASHE,7954.437
14755,ROBERT,DAVIS,1592.568
11954,JOSEPH,GARCIA,5666.948
12042,ALEX,CARTER,5748.64
15114,ERIKA,MUNOZ,6736.221
15622,YVONNE,SCHLEGER,3034.273
24606,CASSIE,NATH,2034.519
28669,JORDAN,CARTER,2181.563
21987,THEODORE,DOMINGUEZ,4391.085
26433,NELSON,RUBIO,1699.536
16828,LOGAN,MITCHELL,6961.337
12231,ISABELLE,PATTERSON,4118.176
28757,RONALD,RODRIGUEZ,2611.41
26548,CASEY,SUAREZ,1239.088
19293,CHLOE,WATSON,2448.156
25985,JUSTIN,HARRIS,4721.78
23830,CAMERON,WHITE,4802.11
19453,VERONICA,RANA,4045.285
15933,CLINTON,DOMINGUEZ,6723.205
15454,IAN,BENNETT,2746.553
16287,LAURA,XU,4292.562
15626,EDUARDO,WHITE,6819.166
12210,ALAN,HE,6590.513
14926,JUAN,ROGERS,3071.944
15473,ABIGAIL,JENKINS,1468.588
28751,JOE,BELSON,3133.461
12270,EBONY,RAMOS,4249.958
18722,JONATHON,NAVARRO,5333.25
11751,VICTORIA,GONZALES,7966.45
29225,MATTHEW,LEE,4320.62
19967,DEVON,DENG,5775.733
11969,RANDY,XU,7942.43
12109,MORGAN,FOSTER,5704.972
24332,ABIGAIL,THOMPSON,4838.368
20423,ALICIA,GOEL,4199.0
14025,ROBERT,ALEXANDER,1642.318
26316,STEPHANIE,HUGHES,1000.438
21384,RONNIE,LIN,2946.503
20879,PAMELA,SANCHEZ,2960.899
27259,ANGELA,DIAZ,699.098
13118,SYDNEY,COOK,5444.641
12468,WAYNE,NATH,5631.948
15048,BONNIE,YUAN,6450.654
23306,BYRON,ORTEGA,4826.764
25921,COLIN,SHAN,1267.048
12156,BONNIE,RAJI,5693.65
20284,DEANNA,ASHE,5349.854
21225,MICHELE,JAI,4490.085
21404,JULIO,SANZ,4443.865
13354,ERIC,CAMPBELL,4274.621
21944,DAISY,JIM�NEZ,4450.759
19174,KATELYN,HOWARD,2400.088
13078,MICHELE,CHANDE,6605.533
22201,LINDSEY,LUO,4753.127
28750,ANDY,ROMERO,3100.468
12315,ANN,RODRIGUEZ,6573.182
14660,GABRIELLE,HOWARD,1586.646
11323,JOSE,PATTERSON,5835.928
13212,LOGAN,PHILLIPS,4323.872
21947,DIANE,ROMERO,4386.975
12281,JANELLE,SANCHEZ,4951.668
19280,DARRELL,ANDERSEN,2454.078
15004,SUZANNE,HU,3103.29
29354,ISAIAH,EDWARDS,3578.27
14730,JERRY,FERRIER,2617.048
11326,RAFAEL,XIE,5707.338
11997,KRISTINA,KAPOOR,6812.821
11423,JASMINE,STEWART,9716.991
24646,JUAN,MURPHY,3578.27
13221,MADELINE,HALL,4571.398
13442,PAULA,VAZQUEZ,4279.201
19287,SHANE,CHANDRA,2450.068
23105,KARL,ANDERSEN,3262.74
24912,KRYSTAL,LI,2000.875
27252,ANDREA,STEWART,699.098
25986,ISABEL,BRYANT,4623.484
25830,LOUIS,NATH,1736.486
19772,HECTOR,VAZQUEZ,5768.823
12167,SEBASTIAN,STEWART,5748.64
14990,NELSON,RAMOS,4203.12
25940,GERALD,ARUN,1290.596
12926,SARA,MURPHY,4578.71
13353,JORDYN,COLEMAN,4361.181
26423,HECTOR,GUTIERREZ,1796.68
27242,HUNTER,DIAZ,699.098
18746,REGINALD,ALVAREZ,5894.563
15056,JAIME,SUAREZ,6546.466
28130,JOSHUA,TAYLOR,3578.27
20253,VERONICA,KAPOOR,5787.793
24431,ABIGAIL,MORGAN,4348.58
13555,TAMMY,SMITH,6317.864
24501,VICTORIA,GARCIA,3578.27
13057,DESTINY,POWELL,3348.186
12935,ROBERT,HILL,4567.72
13449,JEROME,DIAZ,4295.611
15685,ROBIN,VAZQUEZ,6972.757
26331,MELANIE,POWELL,2808.737
16553,GABRIELLA,ROBERTS,2999.12
20468,OLIVIA,RICHARDSON,3049.536
22582,EVELYN,MADAN,2756.543
17182,JESSICA,PATTERSON,6703.365
29147,MARY,ROBERTS,3578.27
14732,TRINITY,COOK,2448.156
19576,MACKENZIE,HILL,5800.413
14891,KYLE,HAYES,1528.568
12843,SUMMER,SMITH,5769.69
12250,ANDREA,COLLINS,3964.98
12252,OMAR,LIU,3962.228
15101,SHAWN,SHAN,6710.601
12123,WESLEY,LIANG,5669.248
19255,TERRANCE,SARA,2400.088
21968,JAIME,DENG,4468.048
19295,KATELYN,GREEN,2400.088
19795,CASEY,NAVARRO,5810.071
11664,ALYSSA,MORGAN,5705.992
25938,MARVIN,GUTIERREZ,1317.048
13564,SABRINA,BLANCO,5700.962
25361,HALEY,ROSS,2443.35
26142,MICHEAL,DOMINGUEZ,1767.476
21979,PHILIP,GUTIERREZ,3936.543
13658,WYATT,BENNETT,4563.31
22907,BARRY,SAI,4194.32
15399,MACKENZIE,MURPHY,2825.998
18706,DARRYL,ZHENG,5804.993
28165,ALEXA,RIVERA,3578.27
12547,BRADLEY,NARA,5649.69
11531,NINA,YUAN,5631.948
11678,JOHNNY,CHAVEZ,5654.27
12632,BONNIE,NATH,10282.912
11654,ARIANA,SANCHEZ,5727.294
20444,CARA,ZENG,5835.86
13178,MEGAN,GRAY,4274.621
12942,MORGAN,HARRIS,4252.982
13662,MIGUEL,ROBERTS,3021.043
12588,TRACY,CHANDE,2639.078
16275,DEBORAH,MCDONALD,3282.83
20051,LINDA,DOMINGUEZ,4157.246
26485,JASON,BRYANT,2813.77
26484,FERNANDO,PATTERSON,2813.77
26539,FAITH,HAYES,4505.708
27752,CHRISTIAN,BUTLER,3578.27
11872,FAITH,PATTERSON,5707.338
12350,LOGAN,HERNANDEZ,6557.739
16260,GINA,SCHMIDT,3016.003
25288,JORDYN,FLORES,2721.553
26305,JULIA,ROGERS,3281.237
13436,GAIL,GRIFFIN,4274.621
19297,CEDRIC,XIE,2456.8
26623,ALEXANDRA,ROSS,2839.516
13115,CLARENCE,WU,6546.161
19613,RUBEN,GARCIA,5835.403
11617,SEAN,BROOKS,5689.27
11933,MATHEW,RUBIO,5684.69
20227,LOUIS,ZHANG,5792.433
20820,KATHLEEN,RUBIO,4169.22
21179,JACLYN,ZHOU,4686.517
15256,DALTON,RAMIREZ,1547.222
21572,RANDALL,RAMOS,4398.115
28562,PHILLIP,MARTINEZ,3101.427
15364,AIDAN,BRYANT,2871.189
13025,REGINALD,SERRANO,2690.4
13456,SYDNEY,HERNANDEZ,4362.298
19093,TARA,ASHE,5778.803
19094,TODD,YANG,5759.833
15089,MARTIN,PRASAD,5671.328
27026,JONATHAN,PERRY,699.098
20623,RUTH,GARCIA,5834.057
12904,THOMAS,JAI,5684.23
21214,COREY,SHE,4396.769
21948,ANN,MADAN,4624.913
26306,KYLE,HOLT,2808.737
16278,ANGEL,TURNER,2991.984
16270,JEROME,HERNANDEZ,2785.157
12381,JOHNNY,LAL,4922.445
14656,BRYANT,FERNANDEZ,2853.535
11400,FRANKLIN,RAJI,6756.532
14795,CRYSTAL,GAO,4412.32
25997,KATHERINE,WRIGHT,4632.128
20221,KAYLEE,SANDERS,5787.793
11491,ANDRE,PEREZ,7952.064
12841,YOLANDA,XIE,5683.334
21195,RAFAEL,XU,4144.34
12921,WYATT,LEE,4559.75
20832,KELVIN,TANG,2448.156
20548,PHILLIP,RODRIGUEZ,2819.109
26486,ANDREA,COOK,2809.428
14796,MICHAEL,MILLER,3104.07
29278,JANET,SCOTT,4354.264
29145,SHELBY,GRAY,3578.27
11307,HUNTER,RODRIGUEZ,5755.61
19766,EDWIN,LIN,4172.22
14879,ANDREA,RICHARDSON,1633.742
19970,TANYA,JIMENEZ,5851.293
12000,ASHLEY,RUSSELL,8020.058
12009,ANN,MARTINEZ,7991.503
13063,JESSICA,JOHNSON,4527.438
26567,MICHELE,RAI,1753.526
14946,FREDERICK,VANCE,2800.503
12354,LANCE,ORTEGA,6566.216
26312,ELIZABETH,WOOD,2895.72
13018,BRENDAN,XIE,2704.32
21986,KRISTI,CHAPMAN,3882.553
26600,MICHELLE,GRAY,2808.737
26537,WYATT,PEREZ,4468.158
13104,GREGORY,BECKER,6658.503
29223,ANGEL,PHILLIPS,4354.264
19555,ALEJANDRO,LIU,5847.467
29279,HAILEY,TURNER,4411.214
19602,STANLEY,MADAN,5831.412
15440,JON,PAL,6524.014
23858,JONATHAN,POWELL,4606.668
11964,SHARON,SALAVARIA,7950.244
11968,KELSEY,BECKER,7833.158
12160,JACLYN,ZHANG,5719.396
12142,GABRIELLA,TORRES,5744.922
12207,SAMUEL,HILL,5631.948
28766,JOE,ALONSO,2443.35
16406,DAKOTA,HENDERSON,3110.053
13021,KENDRA,DIAZ,2689.014
13492,CHRISTIAN,FOSTER,4287.899
14998,ROBERT,RODRIGUEZ,3071.944
26625,LAUREN,BARNES,2832.74
24914,HEATHER,ZHOU,2033.845
29202,JERRY,KUMAR,4320.62
19616,STEFANIE,RANA,5279.26
26056,KAREN,ZENG,5838.05
12096,CAITLIN,BROOKS,5654.27
25958,ALFREDO,ORTEGA,1699.536
13424,JASMINE,THOMAS,4576.398
18139,JENNIFER,WASHINGTON,5566.106
15303,HALEY,PATTERSON,2748.196
12263,EMMANUEL,GARCIA,6626.052
13705,BLAKE,MITCHELL,3038.31
14117,EMMA,COOK,3127.14
20866,DAVID,JONES,2825.508
19341,CLARENCE,HUANG,3236.99
13130,DALTON,MILLER,6557.568
26782,SETH,LEWIS,699.098
11535,DEVIN,NELSON,5710.278
26055,ETHAN,FOSTER,5784.06
14979,RODNEY,SERRANO,4211.864
14006,BRIANNA,WALKER,3049.536
21893,BRANDI,HERNANDEZ,4406.585
15674,TOMMY,RAHEEM,3061.964
12216,GERALD,RODRIGUEZ,6777.413
16263,EDUARDO,ROBINSON,7029.438
25979,MIGUEL,EDWARDS,5784.06
25987,HUNTER,KUMAR,4637.907
29350,JULIA,THOMPSON,3578.27
11272,LAUREN,MARTINEZ,5748.64
23725,DENNIS,WARE,4826.764
11952,DOROTHY,ROBINSON,7978.37
11809,JUAN,GRAY,5732.918
23511,JOSHUA,RODRIGUEZ,4841.187
12018,DEVIN,HENDERSON,5769.492
12912,BRIANNA,MORRIS,5649.69
25048,YOLANDA,SHARMA,3046.84
16033,ERICA,LIN,3741.47
13768,ROSS,MUNOZ,4814.952
13435,TRACY,PAL,4593.394
15471,DESTINY,WHITE,1538.578
19362,KARL,RAJE,3182.0
19105,STACY,DOMINGUEZ,5794.823
11292,SETH,PHILLIPS,5733.258
20259,JENNY,ANDERSEN,5775.733
14884,KRISTI,TORRES,1787.15
19028,CEDRIC,WANG,2827.156
26133,JESSE,HALL,1733.18
26304,ANNA,LEWIS,3263.948
21955,JENNY,FERRIER,4652.872
16267,EDWIN,CHEN,3037.33
29154,EDUARDO,BENNETT,2181.563
22207,NANCY,SANCHEZ,4658.557
22904,MITCHELL,SHEN,4500.849
16422,KURT,XU,4386.975
17085,EDWIN,DENG,3026.003
11456,JON,GAO,8063.759
11625,ZACHARY,MOORE,5672.348
26083,ALYSSA,SMITH,5794.05
11428,DEANNA,PEREZ,9761.602
13066,CARSON,PERRY,3046.944
16045,EVELYN,SARA,3806.826
26344,NATALIE,HUGHES,2791.448
16554,CASEY,CHANDER,3038.099
29167,DAWN,SHEN,4409.06
11916,JOE,RANA,7965.9
11955,GABRIEL,GREEN,5704.68
11934,JUSTIN,SHAN,5812.361
14951,KATIE,RAI,4153.25
20995,DANNY,SUAREZ,4136.24
13993,ZACHARY,PATTERSON,1804.918
13369,MARIAH,HENDERSON,4537.428
16420,EDDIE,ALONSO,2966.953
13811,SANDRA,CHEN,2999.12
12218,MITCHELL,XU,4252.847
11464,ALEJANDRO,HUANG,7920.204
28646,ALEXIS,MOORE,3578.27
11335,CARLA,RAMAN,5519.95
12079,NATHANIEL,COOPER,5807.567
20418,JOE,VAZQUEZ,4205.894
12180,HOLLY,MEHTA,5704.972
12882,EDUARDO,ALLEN,5704.972
12188,ASHLEY,THOMAS,5684.68
13357,BLAKE,GONZALES,4302.542
19193,OMAR,LAL,1624.378
16410,JOY,NAVARRO,3280.65
26189,PEDRO,SERRANO,1744.784
13080,DENISE,MEHTA,6615.752
14255,JONATHAN,JACKSON,3130.395
12318,KRISTINA,SCHMIDT,6559.578
29150,WYATT,GRIFFIN,3578.27
26012,MARK,BEBBINGTON,5792.704
11910,JACLYN,ZHENG,7898.44
25928,MARIO,SHARMA,1324.692
20427,MARIO,RAJE,5312.904
24781,CARMEN,GARCIA,2181.563
13203,BAILEY,BELL,4260.621
25100,KRISTEN,HUANG,2443.35
13348,NOAH,YOUNG,4372.785
13452,KAITLYN,EVANS,4588.69
12225,KATHLEEN,ORTEGA,4150.478
27085,CHRISTIAN,WILSON,699.098
26610,MARY,PEREZ,4509.48
11707,NATALIE,COOK,5774.727
14896,ALEXIA,FLORES,1586.646
25287,PAIGE,SANDERS,2983.34
13247,ZACHARY,CHEN,4322.688
20848,VINCENT,LIU,2495.252
17646,LEAH,XU,2749.495
26609,ABIGAIL,KELLY,4509.48
13518,BRENDAN,GOLDSTEIN,2684.608
13090,WAYNE,TANG,6607.808
14726,ZACHARY,YANG,1493.558
19605,BRAD,SHAN,5312.904
14827,ERNEST,XU,4465.817
25936,DEANNA,SCHMIDT,1265.021
20990,MAYRA,RAMAN,4201.21
15929,KARLA,RAJI,6719.291
13089,ELIZABETH,ALEXANDER,6564.538
22950,NICOLE,COX,3916.197
15079,JOSE,MARTIN,2731.543
16466,ALISHA,KUMAR,4363.125
18735,LATASHA,MORENO,5759.833
15081,DAISY,MUNOZ,5654.27
18038,KELLI,KUMAR,2435.078
19593,CARLA,RANA,5308.83
20152,RAFAEL,SHE,4165.356
11831,CHRISTIAN,ROSS,5683.334
12358,LACEY,RAJE,6544.158
16277,CHRISTY,LUO,3016.408
21886,JILL,CARLSON,4437.349
20163,KRYSTAL,ZHANG,1699.536
16831,THEODORE,VAZQUEZ,6974.458
13134,SARA,MORGAN,5401.681
16534,CLAUDIA,HOLT,4562.705
29238,XAVIER,POWELL,4412.08
18009,DEANNA,PRASAD,2435.078
11776,SETH,MITCHELL,5852.65
11665,JANET,DOMINGUEZ,5706.318
14895,CONNOR,HERNANDEZ,1502.232
14882,KATHRYN,NARA,1733.18
20452,KELLI,XIE,5893.567
11496,GARY,ORTEGA,6784.264
12251,TROY,SURI,3934.96
12206,SIERRA,PARKER,5669.67
13230,CHLOE,BRYANT,4678.73
24824,ALEXANDRIA,WOOD,2181.563
13077,ALEJANDRO,GOEL,6562.313
